Sample,PET,IS,Temp,TGA,mz105,mz154
4.44 wt% PET in soil,44.4,with,489.47,93.77712,7.74E-10,2.42E-10
4.44 wt% PET in soil,44.4,with,494.47,93.74615,6.58E-10,2.31E-10
4.44 wt% PET in soil,44.4,with,499.47,93.71518,5.62E-10,2.2E-10
4.44 wt% PET in soil,44.4,with,504.47,93.69648,4.83E-10,2.11E-10
4.44 wt% PET in soil,44.4,with,509.47,93.67183,4.2E-10,2.03E-10
4.44 wt% PET in soil,44.4,with,514.47,93.65529,3.7E-10,1.96E-10
4.44 wt% PET in soil,44.4,with,519.47,93.62847,3.31E-10,1.9E-10
4.44 wt% PET in soil,44.4,with,524.47,93.60989,3.02E-10,1.85E-10
4.44 wt% PET in soil,44.4,with,529.47,93.58718,2.8E-10,1.82E-10
4.44 wt% PET in soil,44.4,with,534.47,93.56653,2.63E-10,1.79E-10
4.44 wt% PET in soil,44.4,with,539.47,93.54795,2.51E-10,1.76E-10
4.44 wt% PET in soil,44.4,with,544.47,93.52524,2.42E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,549.47,93.50253,2.35E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,554.47,93.49014,2.3E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,559.47,93.47362,2.26E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,564.47,93.44059,2.23E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,569.47,93.42613,2.21E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,574.47,93.40136,2.19E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,579.47,93.38484,2.17E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,584.47,93.36006,2.15E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,589.47,93.33915,2.14E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,594.47,93.33116,2.12E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,599.47,93.30638,2.11E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,604.47,93.28987,2.1E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,609.47,93.27541,2.09E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,614.47,93.25488,2.08E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,619.47,93.24031,2.08E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,624.47,93.2238,2.07E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,629.47,93.21285,2.07E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,634.47,93.20315,2.07E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,639.47,93.18455,2.08E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,644.47,93.17635,2.08E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,649.47,93.16599,2.09E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,654.47,93.1536,2.1E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,659.47,93.14327,2.11E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,664.47,93.13708,2.12E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,669.47,93.12469,2.13E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,674.47,93.10611,2.14E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,679.47,93.09579,2.15E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,684.47,93.0834,2.16E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,689.47,93.07969,2.17E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,694.47,93.06069,2.19E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,699.47,93.04624,2.2E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,704.47,93.03592,2.22E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,709.47,93.02347,2.23E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,714.47,93.01114,2.25E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,719.47,93.00701,2.26E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,724.47,92.98843,2.28E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,729.47,92.97604,2.29E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,734.47,92.96365,2.3E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,739.47,92.95333,2.31E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,744.47,92.943,2.31E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,749.47,92.92649,2.31E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,754.47,92.90997,2.31E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,759.47,92.90377,2.31E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,764.47,92.89345,2.3E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,769.47,92.88106,2.28E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,774.47,92.86248,2.27E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,779.47,92.85629,2.25E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,784.47,92.84183,2.22E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,789.47,92.83151,2.2E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,794.47,92.82532,2.18E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,799.47,92.8088,2.16E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,804.47,92.79597,2.14E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,809.47,92.78815,2.12E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,814.47,92.7737,2.1E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,819.47,92.76957,2.09E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,824.47,92.75072,2.08E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,829.47,92.7386,2.08E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,834.47,92.72415,2.08E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,839.47,92.71383,2.09E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,844.47,92.69937,2.09E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,849.47,92.68492,2.11E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,854.47,92.6684,2.12E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,859.47,92.66427,2.13E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,864.47,92.66014,2.15E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,869.47,92.65189,2.16E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,874.47,92.64156,2.17E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,879.47,92.62918,2.18E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,884.47,92.61679,2.19E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,889.47,92.60233,2.19E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,894.47,92.58582,2.19E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,899.47,92.57136,2.19E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,904.47,92.56322,2.18E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,909.47,92.54865,2.17E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,914.47,92.53833,2.15E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,919.47,92.52181,2.14E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,924.47,92.50323,2.11E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,929.47,92.49704,2.09E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,934.47,92.48052,2.07E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,939.47,92.47226,2.04E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,944.47,92.4557,2.01E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,949.47,92.44336,1.98E-10,1.67E-10
4.44 wt% PET in soil,44.4,with,954.47,92.42064,1.95E-10,1.66E-10
4.44 wt% PET in soil,44.4,with,959.47,92.40814,1.92E-10,1.65E-10
4.44 wt% PET in soil,44.4,with,964.47,92.38809,1.9E-10,1.64E-10
4.44 wt% PET in soil,44.4,with,969.47,92.37109,1.87E-10,1.63E-10
4.44 wt% PET in soil,44.4,with,974.47,92.35871,1.86E-10,1.62E-10
4.44 wt% PET in soil,44.4,with,979.47,92.34425,1.86E-10,1.6E-10
4.44 wt% PET in soil,44.4,with,984.47,92.32773,1.87E-10,1.58E-10
