Sample,PET,IS,Temp,TGA,mz105,mz154
4.18 wt% PET in soil,41.8,without,824.548,93.61419,1.76E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,829.548,93.59817,1.76E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,834.548,93.58817,1.75E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,839.548,93.57415,1.75E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,844.548,93.56615,1.76E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,849.548,93.55012,1.76E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,854.548,93.54012,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,859.548,93.52811,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,864.548,93.5221,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,869.548,93.50809,1.75E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,874.548,93.49607,1.75E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,879.548,93.48807,1.74E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,884.548,93.47606,1.74E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,889.548,93.46605,1.74E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,894.548,93.45004,1.73E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,899.548,93.43603,1.73E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,904.548,93.42802,1.73E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,909.548,93.41201,1.74E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,914.548,93.402,1.74E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,919.548,93.39199,1.75E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,924.548,93.37797,1.75E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,929.548,93.36196,1.76E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,934.548,93.34594,1.76E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,939.548,93.33794,1.76E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,944.548,93.32192,1.76E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,949.548,93.31191,1.75E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,954.548,93.2939,1.75E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,959.548,93.26187,1.74E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,964.548,93.2659,1.74E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,969.548,93.24385,1.73E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,974.548,93.22579,1.73E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,979.548,93.21521,1.72E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,984.548,93.20581,1.72E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,989.548,93.1818,1.72E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,994.548,93.17979,1.7E-10,1.72E-10
LUFA soil,0,with,34.42,100,1.71E-10,1.7E-10
LUFA soil,0,with,39.42,100.02418,1.73E-10,1.69E-10
LUFA soil,0,with,44.42,100.03075,1.73E-10,1.68E-10
LUFA soil,0,with,49.42,100.03289,1.74E-10,1.68E-10
LUFA soil,0,with,54.42,100.03498,1.74E-10,1.68E-10
LUFA soil,0,with,59.42,100.03704,1.74E-10,1.68E-10
LUFA soil,0,with,64.42,100.03716,1.74E-10,1.68E-10
LUFA soil,0,with,69.42,100.03469,1.74E-10,1.68E-10
LUFA soil,0,with,74.42,100.02516,1.75E-10,1.68E-10
LUFA soil,0,with,79.42,100.01745,1.75E-10,1.68E-10
LUFA soil,0,with,84.42,100.00872,1.75E-10,1.68E-10
LUFA soil,0,with,89.42,99.99346,1.75E-10,1.68E-10
LUFA soil,0,with,94.42,99.98037,1.75E-10,1.68E-10
LUFA soil,0,with,99.42,99.96728,1.75E-10,1.68E-10
LUFA soil,0,with,104.42,99.95638,1.75E-10,1.68E-10
LUFA soil,0,with,109.42,99.93893,1.76E-10,1.68E-10
LUFA soil,0,with,114.42,99.92366,1.76E-10,1.68E-10
LUFA soil,0,with,119.42,99.91275,1.76E-10,1.68E-10
LUFA soil,0,with,124.42,99.89967,1.76E-10,1.68E-10
LUFA soil,0,with,129.42,99.88003,1.76E-10,1.68E-10
LUFA soil,0,with,134.42,99.86913,1.76E-10,1.68E-10
LUFA soil,0,with,139.42,99.85386,1.77E-10,1.69E-10
LUFA soil,0,with,144.42,99.83859,1.77E-10,1.69E-10
LUFA soil,0,with,149.42,99.8255,1.78E-10,1.69E-10
LUFA soil,0,with,154.42,99.81896,1.79E-10,1.69E-10
LUFA soil,0,with,159.42,99.81242,1.8E-10,1.69E-10
LUFA soil,0,with,164.42,99.80807,1.81E-10,1.7E-10
LUFA soil,0,with,169.42,99.79855,1.83E-10,1.7E-10
LUFA soil,0,with,174.42,99.78188,1.86E-10,1.7E-10
LUFA soil,0,with,179.42,99.76873,1.89E-10,1.7E-10
LUFA soil,0,with,184.42,99.76225,1.92E-10,1.71E-10
LUFA soil,0,with,189.42,99.7448,1.96E-10,1.71E-10
LUFA soil,0,with,194.42,99.72953,2E-10,1.71E-10
LUFA soil,0,with,199.42,99.71645,2.04E-10,1.71E-10
LUFA soil,0,with,204.42,99.68809,2.07E-10,1.72E-10
LUFA soil,0,with,209.42,99.6532,2.11E-10,1.72E-10
LUFA soil,0,with,214.42,99.49174,2.13E-10,1.72E-10
LUFA soil,0,with,219.42,99.15364,2.15E-10,1.72E-10
LUFA soil,0,with,224.42,98.95303,2.16E-10,1.73E-10
LUFA soil,0,with,229.42,98.88105,2.16E-10,1.73E-10
LUFA soil,0,with,234.42,98.84179,2.16E-10,1.73E-10
LUFA soil,0,with,239.42,98.80476,2.14E-10,1.73E-10
LUFA soil,0,with,244.42,98.77201,2.13E-10,1.73E-10
LUFA soil,0,with,249.42,98.73709,2.11E-10,1.73E-10
LUFA soil,0,with,254.42,98.69783,2.09E-10,1.73E-10
LUFA soil,0,with,259.42,98.65202,2.07E-10,1.73E-10
LUFA soil,0,with,264.42,98.60625,2.05E-10,1.73E-10
LUFA soil,0,with,269.42,98.5452,2.04E-10,1.73E-10
LUFA soil,0,with,274.42,98.49279,2.03E-10,1.73E-10
LUFA soil,0,with,279.42,98.43208,2.02E-10,1.73E-10
LUFA soil,0,with,284.42,98.37501,2.02E-10,1.73E-10
LUFA soil,0,with,289.42,98.31393,2.02E-10,1.72E-10
LUFA soil,0,with,294.42,98.25287,2.02E-10,1.72E-10
LUFA soil,0,with,299.42,98.19616,2.03E-10,1.72E-10
LUFA soil,0,with,304.42,98.13513,2.03E-10,1.72E-10
LUFA soil,0,with,309.42,98.08273,2.04E-10,1.71E-10
LUFA soil,0,with,314.42,98.0282,2.04E-10,1.71E-10
LUFA soil,0,with,319.42,97.97802,2.05E-10,1.71E-10
LUFA soil,0,with,324.42,97.92569,2.05E-10,1.71E-10
LUFA soil,0,with,329.42,97.87769,2.05E-10,1.71E-10
LUFA soil,0,with,334.42,97.82972,2.06E-10,1.71E-10
LUFA soil,0,with,339.42,97.78174,2.06E-10,1.71E-10
LUFA soil,0,with,344.42,97.73374,2.06E-10,1.71E-10
LUFA soil,0,with,349.42,97.68794,2.06E-10,1.71E-10
LUFA soil,0,with,354.42,97.64159,2.06E-10,1.71E-10
LUFA soil,0,with,359.42,97.59633,2.06E-10,1.71E-10
LUFA soil,0,with,364.42,97.55052,2.06E-10,1.71E-10
LUFA soil,0,with,369.42,97.5178,2.06E-10,1.71E-10
LUFA soil,0,with,374.42,97.4807,2.06E-10,1.71E-10
LUFA soil,0,with,379.42,97.45237,2.06E-10,1.71E-10
LUFA soil,0,with,384.42,97.41747,2.06E-10,1.71E-10
LUFA soil,0,with,389.42,97.38052,2.06E-10,1.71E-10
LUFA soil,0,with,394.42,97.35203,2.05E-10,1.71E-10
LUFA soil,0,with,399.42,97.32151,2.05E-10,1.71E-10
LUFA soil,0,with,404.42,97.2866,2.05E-10,1.71E-10
LUFA soil,0,with,409.42,97.2494,2.04E-10,1.71E-10
LUFA soil,0,with,414.42,97.22334,2.03E-10,1.71E-10
LUFA soil,0,with,419.42,97.19281,2.03E-10,1.71E-10
LUFA soil,0,with,424.42,97.16445,2.01E-10,1.71E-10
LUFA soil,0,with,429.42,97.13612,2E-10,1.71E-10
LUFA soil,0,with,434.42,97.10774,1.99E-10,1.71E-10
LUFA soil,0,with,439.42,97.08593,1.97E-10,1.71E-10
LUFA soil,0,with,444.42,97.06192,1.95E-10,1.7E-10
LUFA soil,0,with,449.42,97.03576,1.93E-10,1.7E-10
LUFA soil,0,with,454.42,97.01613,1.91E-10,1.7E-10
LUFA soil,0,with,459.42,96.99214,1.9E-10,1.7E-10
LUFA soil,0,with,464.42,96.96596,1.88E-10,1.7E-10
LUFA soil,0,with,469.42,96.95069,1.86E-10,1.69E-10
LUFA soil,0,with,474.42,96.92452,1.85E-10,1.69E-10
LUFA soil,0,with,479.42,96.90489,1.83E-10,1.69E-10
LUFA soil,0,with,484.42,96.88526,1.82E-10,1.69E-10
LUFA soil,0,with,489.42,96.86563,1.81E-10,1.69E-10
LUFA soil,0,with,494.42,96.84163,1.8E-10,1.68E-10
LUFA soil,0,with,499.42,96.82637,1.8E-10,1.68E-10
LUFA soil,0,with,504.42,96.81764,1.79E-10,1.68E-10
LUFA soil,0,with,509.42,96.80019,1.79E-10,1.68E-10
LUFA soil,0,with,514.42,96.78492,1.79E-10,1.67E-10
LUFA soil,0,with,519.42,96.76747,1.79E-10,1.67E-10
LUFA soil,0,with,524.42,96.74791,1.79E-10,1.67E-10
LUFA soil,0,with,529.42,96.72603,1.79E-10,1.67E-10
LUFA soil,0,with,534.42,96.71294,1.79E-10,1.66E-10
LUFA soil,0,with,539.42,96.70422,1.79E-10,1.66E-10
LUFA soil,0,with,544.42,96.68895,1.79E-10,1.66E-10
LUFA soil,0,with,549.42,96.6715,1.79E-10,1.66E-10
LUFA soil,0,with,554.42,96.65623,1.79E-10,1.66E-10
LUFA soil,0,with,559.42,96.6366,1.78E-10,1.66E-10
LUFA soil,0,with,564.42,96.61915,1.78E-10,1.66E-10
LUFA soil,0,with,569.42,96.61479,1.78E-10,1.66E-10
LUFA soil,0,with,574.42,96.59516,1.78E-10,1.66E-10
LUFA soil,0,with,579.42,96.58426,1.77E-10,1.66E-10
LUFA soil,0,with,584.42,96.5691,1.77E-10,1.67E-10
LUFA soil,0,with,589.42,96.55372,1.77E-10,1.67E-10
LUFA soil,0,with,594.42,96.54499,1.77E-10,1.67E-10
LUFA soil,0,with,599.42,96.53191,1.76E-10,1.68E-10
LUFA soil,0,with,604.42,96.50791,1.76E-10,1.68E-10
LUFA soil,0,with,609.42,96.49701,1.76E-10,1.69E-10
LUFA soil,0,with,614.42,96.48392,1.75E-10,1.69E-10
LUFA soil,0,with,619.42,96.47301,1.75E-10,1.69E-10
LUFA soil,0,with,624.42,96.45775,1.75E-10,1.7E-10
LUFA soil,0,with,629.42,96.4512,1.75E-10,1.7E-10
LUFA soil,0,with,634.42,96.43157,1.74E-10,1.7E-10
LUFA soil,0,with,639.42,96.41848,1.74E-10,1.7E-10
LUFA soil,0,with,644.42,96.41412,1.74E-10,1.7E-10
LUFA soil,0,with,649.42,96.40103,1.74E-10,1.7E-10
LUFA soil,0,with,654.42,96.39231,1.74E-10,1.7E-10
LUFA soil,0,with,659.42,96.37922,1.73E-10,1.7E-10
LUFA soil,0,with,664.42,96.37704,1.73E-10,1.69E-10
LUFA soil,0,with,669.42,96.35959,1.73E-10,1.69E-10
LUFA soil,0,with,674.42,96.3465,1.73E-10,1.69E-10
LUFA soil,0,with,679.42,96.3356,1.73E-10,1.68E-10
LUFA soil,0,with,684.42,96.31597,1.73E-10,1.68E-10
LUFA soil,0,with,689.42,96.30724,1.73E-10,1.68E-10
LUFA soil,0,with,694.42,96.29416,1.73E-10,1.67E-10
LUFA soil,0,with,699.42,96.28543,1.72E-10,1.67E-10
LUFA soil,0,with,704.42,96.27392,1.72E-10,1.67E-10
LUFA soil,0,with,709.42,96.26144,1.72E-10,1.67E-10
LUFA soil,0,with,714.42,96.24835,1.72E-10,1.66E-10
LUFA soil,0,with,719.42,96.24401,1.72E-10,1.66E-10
LUFA soil,0,with,724.42,96.22872,1.72E-10,1.66E-10
LUFA soil,0,with,729.42,96.21554,1.72E-10,1.66E-10
LUFA soil,0,with,734.42,96.19818,1.72E-10,1.66E-10
LUFA soil,0,with,739.42,96.18946,1.72E-10,1.66E-10
LUFA soil,0,with,744.42,96.17637,1.72E-10,1.65E-10
LUFA soil,0,with,749.42,96.16765,1.72E-10,1.65E-10
LUFA soil,0,with,754.42,96.15456,1.72E-10,1.65E-10
LUFA soil,0,with,759.42,96.14365,1.72E-10,1.64E-10
LUFA soil,0,with,764.42,96.13493,1.72E-10,1.64E-10
LUFA soil,0,with,769.42,96.11748,1.72E-10,1.63E-10
LUFA soil,0,with,774.42,96.10439,1.72E-10,1.63E-10
LUFA soil,0,with,779.42,96.09567,1.72E-10,1.63E-10
LUFA soil,0,with,784.42,96.08694,1.72E-10,1.63E-10
LUFA soil,0,with,789.42,96.07604,1.72E-10,1.63E-10
LUFA soil,0,with,794.42,96.06731,1.72E-10,1.63E-10
LUFA soil,0,with,799.42,96.05422,1.72E-10,1.63E-10
LUFA soil,0,with,804.42,96.03677,1.72E-10,1.63E-10
LUFA soil,0,with,809.42,96.03023,1.72E-10,1.63E-10
LUFA soil,0,with,814.42,96.01933,1.72E-10,1.63E-10
LUFA soil,0,with,819.42,96.0106,1.72E-10,1.63E-10
LUFA soil,0,with,824.42,96.00188,1.72E-10,1.63E-10
LUFA soil,0,with,829.42,95.98224,1.72E-10,1.64E-10
LUFA soil,0,with,834.42,95.96261,1.72E-10,1.64E-10
LUFA soil,0,with,839.42,95.95389,1.72E-10,1.64E-10
LUFA soil,0,with,844.42,95.83174,1.72E-10,1.64E-10
LUFA soil,0,with,849.42,95.81647,1.72E-10,1.65E-10
LUFA soil,0,with,854.42,95.80121,1.72E-10,1.65E-10
LUFA soil,0,with,859.42,95.79248,1.71E-10,1.65E-10
LUFA soil,0,with,864.42,95.7903,1.71E-10,1.66E-10
LUFA soil,0,with,869.42,95.78376,1.71E-10,1.66E-10
LUFA soil,0,with,874.42,95.71377,1.71E-10,1.66E-10
LUFA soil,0,with,879.42,95.69433,1.7E-10,1.66E-10
LUFA soil,0,with,884.42,95.68278,1.7E-10,1.67E-10
LUFA soil,0,with,889.42,95.66815,1.7E-10,1.67E-10
LUFA soil,0,with,894.42,95.65943,1.7E-10,1.67E-10
LUFA soil,0,with,899.42,95.64217,1.7E-10,1.67E-10
LUFA soil,0,with,904.42,95.62889,1.7E-10,1.67E-10
LUFA soil,0,with,909.42,95.62017,1.7E-10,1.68E-10
LUFA soil,0,with,914.42,95.60708,1.7E-10,1.68E-10
LUFA soil,0,with,919.42,95.59399,1.7E-10,1.68E-10
LUFA soil,0,with,924.42,95.58309,1.7E-10,1.68E-10
LUFA soil,0,with,929.42,95.57436,1.71E-10,1.68E-10
LUFA soil,0,with,934.42,95.55912,1.71E-10,1.68E-10
LUFA soil,0,with,939.42,95.54819,1.71E-10,1.68E-10
LUFA soil,0,with,944.42,95.54164,1.71E-10,1.68E-10
LUFA soil,0,with,949.42,95.52638,1.72E-10,1.68E-10
LUFA soil,0,with,954.42,95.50675,1.72E-10,1.68E-10
LUFA soil,0,with,959.42,95.49802,1.72E-10,1.68E-10
LUFA soil,0,with,964.42,95.48057,1.72E-10,1.68E-10
LUFA soil,0,with,969.42,95.4653,1.72E-10,1.68E-10
LUFA soil,0,with,974.42,95.4544,1.72E-10,1.68E-10
LUFA soil,0,with,979.42,95.43715,1.72E-10,1.68E-10
LUFA soil,0,with,984.42,95.42426,1.71E-10,1.69E-10
LUFA soil,0,with,989.42,95.41295,1.71E-10,1.7E-10
LUFA soil,0,with,994.42,95.40645,1.7E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,37.025,100,1.74E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,42.025,99.98644,1.73E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,47.025,99.98217,1.72E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,52.025,99.98001,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,57.025,99.97996,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,62.025,99.98222,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,67.025,99.9706,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,72.025,99.96662,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,77.025,99.95772,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,82.025,99.95134,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,87.025,99.94659,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,92.025,99.93547,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,97.025,99.92211,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,102.025,99.90876,1.72E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,107.025,99.89986,1.73E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,112.025,99.88651,1.73E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,117.025,99.87093,1.73E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,122.025,99.85758,1.74E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,127.025,99.842,1.74E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,132.025,99.82865,1.75E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,137.025,99.81975,1.75E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,142.025,99.80417,1.76E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,147.025,99.79527,1.77E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,152.025,99.78637,1.78E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,157.025,99.77313,1.79E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,162.025,99.76189,1.8E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,167.025,99.75745,1.82E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,172.025,99.74631,1.84E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,177.025,99.73296,1.86E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,182.025,99.72851,1.89E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,187.025,99.71505,1.91E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,192.025,99.69736,1.94E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,197.025,99.68178,1.97E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,202.025,99.66395,1.99E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,207.025,99.63726,2.02E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,212.025,99.55489,2.03E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,217.025,99.31414,2.05E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,222.025,99.0476,2.06E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,227.025,98.93852,2.06E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,232.025,98.89179,2.06E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,237.025,98.85841,2.05E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,242.025,98.8263,2.04E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,247.025,98.7872,2.03E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,252.025,98.74937,2.02E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,257.025,98.70264,2E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,262.025,98.66035,1.99E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,267.025,98.60918,1.98E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,272.025,98.55577,1.98E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,277.025,98.50013,1.97E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,282.025,98.44895,1.97E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,287.025,98.38888,1.97E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,292.025,98.32547,1.97E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,297.025,98.26203,1.98E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,302.025,98.20639,1.98E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,307.025,98.15076,1.99E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,312.025,98.10225,2E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,317.025,98.04617,2.01E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,322.025,97.99276,2.03E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,327.025,97.94158,2.05E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,332.025,97.89474,2.07E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,337.025,97.84808,2.1E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,342.025,97.80104,2.13E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,347.025,97.75465,2.17E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,352.025,97.70632,2.22E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,357.025,97.65652,2.28E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,362.025,97.61446,2.36E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,367.025,97.57661,2.45E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,372.025,97.53435,2.55E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,377.025,97.4923,2.66E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,382.025,97.44754,2.78E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,387.025,97.40728,2.91E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,392.025,97.36529,3.05E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,397.025,97.32072,3.18E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,402.025,97.26731,3.3E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,407.025,97.20055,3.41E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,412.025,97.136,3.51E-10,1.77E-10
0.52 wt% PET in soil,5.2,with,417.025,97.08038,3.57E-10,1.77E-10
0.52 wt% PET in soil,5.2,with,422.025,97.02473,3.6E-10,1.77E-10
0.52 wt% PET in soil,5.2,with,427.025,96.97357,3.61E-10,1.78E-10
0.52 wt% PET in soil,5.2,with,432.025,96.92461,3.58E-10,1.78E-10
0.52 wt% PET in soil,5.2,with,437.025,96.88678,3.52E-10,1.78E-10
0.52 wt% PET in soil,5.2,with,442.025,96.85341,3.43E-10,1.77E-10
0.52 wt% PET in soil,5.2,with,447.025,96.81557,3.32E-10,1.77E-10
0.52 wt% PET in soil,5.2,with,452.025,96.78664,3.19E-10,1.77E-10
0.52 wt% PET in soil,5.2,with,457.025,96.75762,3.05E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,462.025,96.72211,2.91E-10,1.76E-10
0.52 wt% PET in soil,5.2,with,467.025,96.68873,2.77E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,472.025,96.66425,2.63E-10,1.75E-10
0.52 wt% PET in soil,5.2,with,477.025,96.63532,2.51E-10,1.74E-10
0.52 wt% PET in soil,5.2,with,482.025,96.61529,2.39E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,487.025,96.58859,2.29E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,492.025,96.5641,2.2E-10,1.73E-10
0.52 wt% PET in soil,5.2,with,497.025,96.54631,2.12E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,502.025,96.52628,2.06E-10,1.72E-10
0.52 wt% PET in soil,5.2,with,507.025,96.50403,2E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,512.025,96.484,1.96E-10,1.71E-10
0.52 wt% PET in soil,5.2,with,517.025,96.47064,1.92E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,522.025,96.44818,1.89E-10,1.7E-10
0.52 wt% PET in soil,5.2,with,527.025,96.42836,1.87E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,532.025,96.40611,1.85E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,537.025,96.38831,1.84E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,542.025,96.37718,1.83E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,547.025,96.36161,1.82E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,552.025,96.3438,1.81E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,557.025,96.326,1.81E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,562.025,96.30375,1.8E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,567.025,96.28817,1.8E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,572.025,96.26592,1.79E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,577.025,96.25256,1.79E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,582.025,96.23921,1.79E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,587.025,96.22391,1.79E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,592.025,96.21251,1.79E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,597.025,96.19916,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,602.025,96.18135,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,607.025,96.16133,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,612.025,96.1502,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,617.025,96.13462,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,622.025,96.12795,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,627.025,96.11014,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,632.025,96.11023,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,637.025,96.08567,1.78E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,642.025,96.07009,1.79E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,647.025,96.06564,1.79E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,652.025,96.04561,1.79E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,657.025,96.03448,1.79E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,662.025,96.03003,1.79E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,667.025,96.01446,1.79E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,672.025,95.99888,1.79E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,677.025,95.98108,1.78E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,682.025,95.96995,1.78E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,687.025,95.95437,1.78E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,692.025,95.94325,1.77E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,697.025,95.92766,1.77E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,702.025,95.91891,1.76E-10,1.69E-10
0.52 wt% PET in soil,5.2,with,707.025,95.91209,1.76E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,712.025,95.89651,1.76E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,717.025,95.89429,1.75E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,722.025,95.86536,1.75E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,727.025,95.8609,1.75E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,732.025,95.85201,1.75E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,737.025,95.83866,1.75E-10,1.67E-10
