Sample Name,Date,Soil,Polymer,Extraction procedure,Rep,Extract,Soil target,Soil mass,Target content,Target weight,Actual weight,Actual content,Interference target,Interference weight,Interference content,Dilution,Extraction Batch No
ZS-1055,2019-07-25,Blank,Polystyrene,TCB after MeOH rinse,1,8.02,0,0,0,0,,#DIV/0!,0,0,#DIV/0!,1,
ZS-1056,2019-07-25,Blank,Polystyrene,TCB after MeOH rinse,2,8.02,0,0,0,0,,#DIV/0!,0,0,#DIV/0!,1,
ZS-1057,2019-07-25,Blank,Polystyrene,TCB after MeOH rinse,3,8.02,0,0,0,0,,#DIV/0!,0,0,#DIV/0!,1,
ZS-1058,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,1,8.02,4,4.0074,0,0,,0,0,0,0,1,
ZS-1059,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,2,8.02,4,4.0049,0,0,,0,0,0,0,1,
ZS-1060,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,3,8.02,4,4.0017,0,0,,0,0,0,0,1,
ZS-1061,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,1,8.02,4,3.9994,50,0.2,0.2013,50.325,0,0,0,1,
ZS-1062,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,2,8.02,4,4.0049,50,0.2,0.2165,54.125,0,0,0,1,
ZS-1063,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,3,8.02,4,4.0038,50,0.2,0.2077,51.925,0,0,0,1,
ZS-1064,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,1,8.02,4,4.0064,250,1,1.0014,250.35,0,0,0,1,
ZS-1065,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,2,8.02,4,4.0035,250,1,1.0684,267.1,0,0,0,1,
ZS-1066,2019-07-25,WR,Polystyrene,TCB after MeOH rinse,3,8.02,4,4.0057,250,1,1.0119,252.975,0,0,0,1,
ZS-1067,2019-07-26,Blank,Polyethylene,TCB after Al3,1,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1068,2019-07-26,Blank,Polyethylene,TCB after Al3,2,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1069,2019-07-26,Blank,Polyethylene,TCB after Al3,3,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1070,2019-07-26,WR,Polyethylene,TCB after Al3,1,8.02,4,4.0011,0,0,0,0,0,0,0,1,
ZS-1071,2019-07-26,WR,Polyethylene,TCB after Al3,2,8.02,4,4.0052,0,0,0,0,0,0,0,1,
ZS-1072,2019-07-26,WR,Polyethylene,TCB after Al3,3,8.02,4,4.0051,0,0,0,0,0,0,0,1,
ZS-1073,2019-07-26,WR,Polyethylene,TCB after Al3,1,8.02,4,3.9964,50,0.2,0.1904,47.6,0,0,0,1,
ZS-1074,2019-07-26,WR,Polyethylene,TCB after Al3,2,8.02,4,4.0061,50,0.2,0.2183,54.575,0,0,0,1,
ZS-1075,2019-07-26,WR,Polyethylene,TCB after Al3,3,8.02,4,3.998,50,0.2,0.198,49.5,0,0,0,1,
ZS-1076,2019-07-26,WR,Polyethylene,TCB after Al3,1,8.02,4,4.0042,250,1,1.028,257,0,0,0,1,
ZS-1077,2019-07-26,WR,Polyethylene,TCB after Al3,2,8.02,4,4.0094,250,1,1.0156,253.9,0,0,0,1,
ZS-1078,2019-07-26,WR,Polyethylene,TCB after Al3,3,8.02,4,4.0028,250,1,0.9876,246.9,0,0,0,1,
ZS-1079,2019-07-31,Blank,Polyethylene,TCB after H2O2,1,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1080,2019-07-31,Blank,Polyethylene,TCB after H2O2,2,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1081,2019-07-31,Blank,Polyethylene,TCB after H2O2,3,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1082,2019-07-31,WR,Polyethylene,TCB after H2O2,1,8.02,4,4.0007,0,0,0,0,0,0,0,1,
ZS-1083,2019-07-31,WR,Polyethylene,TCB after H2O2,2,8.02,4,4.0182,0,0,0,0,0,0,0,1,
ZS-1084,2019-07-31,WR,Polyethylene,TCB after H2O2,3,8.02,4,4.0092,0,0,0,0,0,0,0,1,
ZS-1085,2019-07-31,WR,Polyethylene,TCB after H2O2,1,8.02,4,4.0099,50,0.2,0.2055,51.375,0,0,0,1,
ZS-1086,2019-07-31,WR,Polyethylene,TCB after H2O2,2,8.02,4,4.0058,50,0.2,0.2049,51.225,0,0,0,1,
ZS-1087,2019-07-31,WR,Polyethylene,TCB after H2O2,3,8.02,4,4.0092,50,0.2,0.2002,50.05,0,0,0,1,
ZS-1088,2019-07-31,WR,Polyethylene,TCB after H2O2,1,8.02,4,4.005,250,1,1.0304,257.6,0,0,0,1,
ZS-1089,2019-07-31,WR,Polyethylene,TCB after H2O2,2,8.02,4,4.0034,250,1,1.0045,251.125,0,0,0,1,
ZS-1090,2019-07-31,WR,Polyethylene,TCB after H2O2,3,8.02,4,4.0098,250,1,0.9903,247.575,0,0,0,1,
ZS-1067,2019-07-26,Blank,Polypropylene,TCB after Al3,1,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1068,2019-07-26,Blank,Polypropylene,TCB after Al3,2,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1069,2019-07-26,Blank,Polypropylene,TCB after Al3,3,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1070,2019-07-26,WR,Polypropylene,TCB after Al3,1,8.02,4,4.0011,0,0,0,0,0,0,0,1,
ZS-1071,2019-07-26,WR,Polypropylene,TCB after Al3,2,8.02,4,4.0052,0,0,0,0,0,0,0,1,
ZS-1072,2019-07-26,WR,Polypropylene,TCB after Al3,3,8.02,4,4.0051,0,0,0,0,0,0,0,1,
ZS-1073,2019-07-26,WR,Polypropylene,TCB after Al3,1,8.02,4,3.9964,50,0.2,0.2054,51.35,0,0,0,1,
ZS-1074,2019-07-26,WR,Polypropylene,TCB after Al3,2,8.02,4,4.0061,50,0.2,0.1954,48.85,0,0,0,1,
ZS-1075,2019-07-26,WR,Polypropylene,TCB after Al3,3,8.02,4,3.998,50,0.2,0.1939,48.475,0,0,0,1,
ZS-1076,2019-07-26,WR,Polypropylene,TCB after Al3,1,8.02,4,4.0042,250,1,1.0071,251.775,0,0,0,1,
ZS-1077,2019-07-26,WR,Polypropylene,TCB after Al3,2,8.02,4,4.0094,250,1,0.9025,225.625,0,0,0,1,
ZS-1078,2019-07-26,WR,Polypropylene,TCB after Al3,3,8.02,4,4.0028,250,1,1.0283,257.075,0,0,0,1,
ZS-1079,2019-07-31,Blank,Polypropylene,TCB after H2O2,1,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1080,2019-07-31,Blank,Polypropylene,TCB after H2O2,2,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1081,2019-07-31,Blank,Polypropylene,TCB after H2O2,3,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1082,2019-07-31,WR,Polypropylene,TCB after H2O2,1,8.02,4,4.0007,0,0,0,0,0,0,0,1,
ZS-1083,2019-07-31,WR,Polypropylene,TCB after H2O2,2,8.02,4,4.0182,0,0,0,0,0,0,0,1,
ZS-1084,2019-07-31,WR,Polypropylene,TCB after H2O2,3,8.02,4,4.0092,0,0,0,0,0,0,0,1,
ZS-1085,2019-07-31,WR,Polypropylene,TCB after H2O2,1,8.02,4,4.0099,50,0.2,0.2054,51.35,0,0,0,1,
ZS-1086,2019-07-31,WR,Polypropylene,TCB after H2O2,2,8.02,4,4.0058,50,0.2,0.197,49.25,0,0,0,1,
ZS-1087,2019-07-31,WR,Polypropylene,TCB after H2O2,3,8.02,4,4.0092,50,0.2,0.2077,51.925,0,0,0,1,
ZS-1088,2019-07-31,WR,Polypropylene,TCB after H2O2,1,8.02,4,4.005,250,1,1.0085,252.125,0,0,0,1,
ZS-1089,2019-07-31,WR,Polypropylene,TCB after H2O2,2,8.02,4,4.0034,250,1,0.9952,248.8,0,0,0,1,
ZS-1090,2019-07-31,WR,Polypropylene,TCB after H2O2,3,8.02,4,4.0098,250,1,1.0001,250.025,0,0,0,1,
ZS-1067,2019-07-26,Blank,Polystyrene,TCB after Al3,1,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1068,2019-07-26,Blank,Polystyrene,TCB after Al3,2,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1069,2019-07-26,Blank,Polystyrene,TCB after Al3,3,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1070,2019-07-26,WR,Polystyrene,TCB after Al3,1,8.02,4,4.0011,0,0,0,0,0,0,0,1,
ZS-1071,2019-07-26,WR,Polystyrene,TCB after Al3,2,8.02,4,4.0052,0,0,0,0,0,0,0,1,
ZS-1072,2019-07-26,WR,Polystyrene,TCB after Al3,3,8.02,4,4.0051,0,0,0,0,0,0,0,1,
ZS-1073,2019-07-26,WR,Polystyrene,TCB after Al3,1,8.02,4,3.9964,50,0.2,0.192,48,0,0,0,1,
ZS-1074,2019-07-26,WR,Polystyrene,TCB after Al3,2,8.02,4,4.0061,50,0.2,0.2041,51.025,0,0,0,1,
ZS-1075,2019-07-26,WR,Polystyrene,TCB after Al3,3,8.02,4,3.998,50,0.2,0.2041,51.025,0,0,0,1,
ZS-1076,2019-07-26,WR,Polystyrene,TCB after Al3,1,8.02,4,4.0042,250,1,0.9928,248.2,0,0,0,1,
ZS-1077,2019-07-26,WR,Polystyrene,TCB after Al3,2,8.02,4,4.0094,250,1,1.0191,254.775,0,0,0,1,
ZS-1078,2019-07-26,WR,Polystyrene,TCB after Al3,3,8.02,4,4.0028,250,1,1.0525,263.125,0,0,0,1,
ZS-1079,2019-07-31,Blank,Polystyrene,TCB after H2O2,1,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1080,2019-07-31,Blank,Polystyrene,TCB after H2O2,2,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1081,2019-07-31,Blank,Polystyrene,TCB after H2O2,3,8.02,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,1,
ZS-1082,2019-07-31,WR,Polystyrene,TCB after H2O2,1,8.02,4,4.0007,0,0,0,0,0,0,0,1,
ZS-1083,2019-07-31,WR,Polystyrene,TCB after H2O2,2,8.02,4,4.0182,0,0,0,0,0,0,0,1,
ZS-1084,2019-07-31,WR,Polystyrene,TCB after H2O2,3,8.02,4,4.0092,0,0,0,0,0,0,0,1,
ZS-1085,2019-07-31,WR,Polystyrene,TCB after H2O2,1,8.02,4,4.0099,50,0.2,0.216,54,0,0,0,1,
ZS-1086,2019-07-31,WR,Polystyrene,TCB after H2O2,2,8.02,4,4.0058,50,0.2,0.2274,56.85,0,0,0,1,
ZS-1087,2019-07-31,WR,Polystyrene,TCB after H2O2,3,8.02,4,4.0092,50,0.2,0.2077,51.925,0,0,0,1,
ZS-1088,2019-07-31,WR,Polystyrene,TCB after H2O2,1,8.02,4,4.005,250,1,1.019,254.75,0,0,0,1,
ZS-1089,2019-07-31,WR,Polystyrene,TCB after H2O2,2,8.02,4,4.0034,250,1,0.992,248,0,0,0,1,
ZS-1090,2019-07-31,WR,Polystyrene,TCB after H2O2,3,8.02,4,4.0098,250,1,1.0081,252.025,0,0,0,1,
ZS-1091,2019-09-05,Blank,Polyethylene,TCB after Fenton,1,8.02,0,0,0,0,0,,0,0,,1,
ZS-1092,2019-09-05,Blank,Polyethylene,TCB after Fenton,2,8.02,0,0,0,0,0,,0,0,,1,
ZS-1093,2019-09-05,Blank,Polyethylene,TCB after Fenton,3,8.02,0,0,0,0,0,,0,0,,1,
ZS-1094,2019-09-05,WR,Polyethylene,TCB after Fenton,1,8.02,4,3.9939,0,0,0,0,0,0,0,1,
ZS-1095,2019-09-05,WR,Polyethylene,TCB after Fenton,2,8.02,4,4.044,0,0,0,0,0,0,0,1,
ZS-1096,2019-09-05,WR,Polyethylene,TCB after Fenton,3,8.02,4,3.947,0,0,0,0,0,0,0,1,
ZS-1097,2019-09-05,WR,Polyethylene,TCB after Fenton,1,8.02,4,4.0262,50,0.2,0.204,51,0,0,0,1,
ZS-1098,2019-09-05,WR,Polyethylene,TCB after Fenton,2,8.02,4,4.0169,50,0.2,0.2097,52.425,0,0,0,1,
ZS-1099,2019-09-05,WR,Polyethylene,TCB after Fenton,3,8.02,4,4.0185,50,0.2,0.2501,62.525,0,0,0,1,
ZS-1100,2019-09-05,WR,Polyethylene,TCB after Fenton,1,8.02,4,4.0043,250,1,1.0995,274.875,0,0,0,1,
ZS-1101,2019-09-05,WR,Polyethylene,TCB after Fenton,2,8.02,4,3.9935,250,1,0.9793,244.825,0,0,0,1,
ZS-1102,2019-09-05,WR,Polyethylene,TCB after Fenton,3,8.02,4,4.0267,250,1,0.9886,247.15,0,0,0,1,
ZS-1091,2019-09-05,Blank,Polypropylene,TCB after Fenton,1,8.02,0,0,0,0,0,,0,0,,1,
ZS-1092,2019-09-05,Blank,Polypropylene,TCB after Fenton,2,8.02,0,0,0,0,0,,0,0,,1,
ZS-1093,2019-09-05,Blank,Polypropylene,TCB after Fenton,3,8.02,0,0,0,0,0,,0,0,,1,
ZS-1094,2019-09-05,WR,Polypropylene,TCB after Fenton,1,8.02,4,3.9939,0,0,0,0,0,0,0,1,
ZS-1095,2019-09-05,WR,Polypropylene,TCB after Fenton,2,8.02,4,4.044,0,0,0,0,0,0,0,1,
ZS-1096,2019-09-05,WR,Polypropylene,TCB after Fenton,3,8.02,4,3.947,0,0,0,0,0,0,0,1,
ZS-1097,2019-09-05,WR,Polypropylene,TCB after Fenton,1,8.02,4,4.0262,50,0.2,0.2256,56.4,0,0,0,1,
ZS-1098,2019-09-05,WR,Polypropylene,TCB after Fenton,2,8.02,4,4.0169,50,0.2,0.2092,52.3,0,0,0,1,
ZS-1099,2019-09-05,WR,Polypropylene,TCB after Fenton,3,8.02,4,4.0185,50,0.2,0.24,60,0,0,0,1,
ZS-1100,2019-09-05,WR,Polypropylene,TCB after Fenton,1,8.02,4,4.0043,250,1,0.9657,241.425,0,0,0,1,
ZS-1101,2019-09-05,WR,Polypropylene,TCB after Fenton,2,8.02,4,3.9935,250,1,1.0011,250.275,0,0,0,1,
ZS-1102,2019-09-05,WR,Polypropylene,TCB after Fenton,3,8.02,4,4.0267,250,1,1.1896,297.4,0,0,0,1,
ZS-1091,2019-09-05,Blank,Polystyrene,TCB after Fenton,1,8.02,0,0,0,0,0,,0,0,,1,
ZS-1092,2019-09-05,Blank,Polystyrene,TCB after Fenton,2,8.02,0,0,0,0,0,,0,0,,1,
ZS-1093,2019-09-05,Blank,Polystyrene,TCB after Fenton,3,8.02,0,0,0,0,0,,0,0,,1,
ZS-1094,2019-09-05,WR,Polystyrene,TCB after Fenton,1,8.02,4,3.9939,0,0,0,0,0,0,0,1,
ZS-1095,2019-09-05,WR,Polystyrene,TCB after Fenton,2,8.02,4,4.044,0,0,0,0,0,0,0,1,
ZS-1096,2019-09-05,WR,Polystyrene,TCB after Fenton,3,8.02,4,3.947,0,0,0,0,0,0,0,1,
ZS-1097,2019-09-05,WR,Polystyrene,TCB after Fenton,1,8.02,4,4.0262,50,0.2,0.2568,64.2,0,0,0,1,
ZS-1098,2019-09-05,WR,Polystyrene,TCB after Fenton,2,8.02,4,4.0169,50,0.2,0.2625,65.625,0,0,0,1,
ZS-1099,2019-09-05,WR,Polystyrene,TCB after Fenton,3,8.02,4,4.0185,50,0.2,0.2377,59.425,0,0,0,1,
ZS-1100,2019-09-05,WR,Polystyrene,TCB after Fenton,1,8.02,4,4.0043,250,1,1.1239,280.975,0,0,0,1,
ZS-1101,2019-09-05,WR,Polystyrene,TCB after Fenton,2,8.02,4,3.9935,250,1,1.051,262.75,0,0,0,1,
ZS-1102,2019-09-05,WR,Polystyrene,TCB after Fenton,3,8.02,4,4.0267,250,1,0.9775,244.375,0,0,0,1,
